Task arrival date_act1,Task arrival date_act2,Task arrival date_act3,Actvity ID_act1,Actvity ID_act2,Actvity ID_act3,Task Executer_act1,Task Executer_act2,Task Executer_act3,Task executer department_act1,Task executer department_act2,Task executer department_act3,Task Type_act1,Task Type_act2,Task Type_act3,Action_act1,Action_act2,Action_act3,idBPMApplicationAction_act1,idBPMApplicationAction_act2,idBPMApplicationAction_act3,Period between arrival and execution_act1,Period between arrival and execution_act2,Period between arrival and execution_act3,Period between arrival and capture_act1,Period between arrival and capture_act2,Period between arrival and capture_act3,Cumulative Length of Process_act1,Cumulative Length of Process_act2,Cumulative Length of Process_act3,Overdue Days_act1,Overdue Days_act2,Overdue Days_act3,Role ID_act1,Role ID_act2,Role ID_act3,Years in Org Position_act1,Years in Org Position_act2,Years in Org Position_act3,Age_act1,Age_act2,Age_act3,idBPMRequirement_act1,idBPMRequirement_act2,idBPMRequirement_act3,Target,NumberOfFemales,NumberOfManagers,NumberOfOutsourcers,NumberOfRejections,Value Count,idField_203,idField_3486,idField_3388,idField_3391,idField_3390,idField_3491,idField_3420,idField_3935,idField_47,idField_1602,idField_1604,Value_10,Value_50,Value_30,Value_70,Value_20,Value_100,Value_60,Value_2,Value_40,Value_1,Value_80,Value_90,Actvity ID_last_act4,Task arrival date_last_act4
2024-01-26 15:30:13.163,2024-01-26 15:30:13.420,2024-01-26 15:36:25.197,100,102,102,2419,4731,3959,2419,4731,3959,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,0,0,0,0,1,2,3,0,0,0,22,21,21,0,1,1,26,52,55,Non applicable,Non applicable,Non applicable,1,2,1,2,0,9,1,1,1,1,1,0,0,1,1,1,1,2,1,1,0,0,0,1,2,0,0,0,1,102,2024-01-26 15:46:22.680
2024-01-26 16:28:05.670,2024-01-26 16:28:05.910,2024-01-26 16:28:32.857,100,102,102,171,8548,6266,171,8548,6266,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,0,0,0,0,1,2,3,0,0,0,5,32,21,5,1,1,49,58,34,Non applicable,Non applicable,Non applicable,3,0,2,1,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,102,2024-01-26 16:31:01.763
2024-01-29 08:51:04.597,2024-01-29 08:51:05.130,2024-01-29 09:00:25.620,100,102,102,777,4960,6266,777,4960,6266,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,7,0,0,7,1,2,3,0,0,0,5,21,21,1,0,1,43,46,34,Non applicable,Non applicable,Non applicable,1,2,1,2,0,10,1,1,1,1,1,1,0,1,1,1,1,4,1,0,1,0,1,0,2,0,0,0,0,102,2024-01-29 16:26:53.140
2024-01-29 09:32:38.663,2024-01-29 09:32:39.550,2024-01-30 08:50:18.060,100,102,102,7848,4322,3959,7848,4322,3959,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,23,7,0,0,7,1,2,3,0,0,1,4,21,21,5,0,1,56,57,55,Non applicable,Non applicable,Non applicable,3,2,1,2,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,102,2024-01-30 16:39:11.170
2024-01-29 09:57:28.227,2024-01-29 09:57:29.077,2024-01-29 10:04:20.303,100,102,102,9757,4960,4960,9757,4960,4960,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,0,0,0,0,1,2,3,0,0,0,4,21,21,0,0,0,53,46,46,Non applicable,Non applicable,Non applicable,3,3,1,2,0,7,1,1,1,1,1,1,0,1,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,102,2024-01-29 10:27:25.933
2024-01-29 09:58:37.973,2024-01-29 09:58:38.317,2024-01-29 10:25:47.140,100,102,104,1856,4960,1856,1856,4960,1856,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,275,279,0,0,0,0,0,0,1,2,3,0,0,0,4,21,4,1,0,1,26,46,26,Non applicable,Non applicable,Non applicable,3,3,2,1,0,6,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,102,2024-01-29 10:31:20.877
2024-01-29 10:10:03.317,2024-01-29 10:10:03.720,2024-01-29 10:38:06.937,100,102,101,9757,4731,9757,9757,4731,9757,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,0,2,0,0,2,1,2,3,0,0,0,4,21,4,0,1,0,53,52,53,Non applicable,300,Non applicable,3,3,2,1,1,6,1,1,1,1,1,1,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,102,2024-01-29 12:47:20.760
2024-01-29 10:14:12.320,2024-01-29 10:14:12.613,2024-01-29 10:20:52.767,100,102,102,2217,11193,4731,2217,11193,4731,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,0,0,0,0,1,2,3,0,0,0,4,32,21,1,1,1,26,49,52,Non applicable,Non applicable,Non applicable,3,2,2,1,0,6,1,1,1,1,1,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,102,2024-01-29 10:51:33.663
2024-01-29 11:02:25.303,2024-01-29 11:02:25.533,2024-01-29 11:17:08.953,100,102,102,9512,4731,11193,9512,4731,11193,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,0,0,0,0,1,2,3,0,0,0,5,21,32,2,1,1,54,52,49,Non applicable,Non applicable,Non applicable,1,3,2,1,0,7,1,1,1,1,1,0,0,1,1,0,0,1,2,0,0,0,1,1,0,0,1,0,0,102,2024-01-29 11:31:12.587
2024-01-29 12:09:02.623,2024-01-29 12:09:03.057,2024-01-29 12:25:49.513,100,102,102,7034,4731,11193,7034,4731,11193,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,0,0,0,0,1,2,3,0,0,0,4,21,32,2,1,1,60,52,49,Non applicable,Non applicable,Non applicable,3,2,2,1,0,6,1,1,1,1,1,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,102,2024-01-29 12:58:57.470
2024-01-29 13:12:41.560,2024-01-29 13:12:41.940,2024-01-29 13:19:37.463,100,102,102,8669,4960,4322,8669,4960,4322,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,19,0,0,1,1,2,3,0,0,0,5,21,21,19,0,0,54,46,57,Non applicable,Non applicable,Non applicable,3,2,1,2,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,102,2024-01-30 09:07:52.277
2024-01-29 14:06:32.270,2024-01-29 14:06:32.553,2024-01-29 14:43:22.307,100,102,101,638,4731,638,638,4731,638,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,0,0,0,0,0,1,2,3,0,0,0,5,21,5,3,1,3,38,52,38,Non applicable,300,Non applicable,1,1,2,1,1,9,1,1,1,1,1,1,0,0,1,1,1,2,0,1,1,0,2,0,2,0,0,0,0,102,2024-01-29 14:54:06.440
2024-01-29 14:16:36.493,2024-01-29 14:16:37.190,2024-01-29 14:47:43.457,100,102,101,9757,4960,9757,9757,4960,9757,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,0,20,0,0,20,1,2,3,0,0,0,4,21,4,0,0,0,53,46,53,Non applicable,183,Non applicable,3,3,2,1,1,6,1,1,1,1,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,102,2024-01-30 11:19:21.573
2024-01-29 15:38:57.090,2024-01-29 15:38:57.333,2024-01-29 16:15:42.250,100,102,102,9983,4960,6266,9983,4960,6266,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,0,0,0,0,1,2,3,0,0,0,4,21,21,1,0,1,51,46,34,Non applicable,Non applicable,Non applicable,1,2,1,2,0,9,1,1,1,1,1,0,0,1,1,1,1,1,2,1,0,0,1,1,2,0,0,0,0,102,2024-01-29 16:17:38.267
2024-01-29 15:48:01.443,2024-01-29 15:48:01.757,2024-01-29 15:52:45.603,100,102,102,2243,4731,4731,2243,4731,4731,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,0,0,0,0,1,2,3,0,0,0,4,21,21,1,1,1,25,52,52,Non applicable,Non applicable,Non applicable,3,3,1,2,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,102,2024-01-29 16:13:30.837
2024-01-29 15:55:20.550,2024-01-29 15:55:20.967,2024-01-29 16:13:58.867,100,102,102,659,11193,6266,659,11193,6266,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,0,0,0,0,1,2,3,0,0,0,5,32,21,2,1,1,46,49,34,Non applicable,Non applicable,Non applicable,3,2,2,1,0,6,1,1,1,1,1,0,0,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,102,2024-01-29 16:15:33.653
2024-01-29 17:08:37.030,2024-01-29 17:08:37.277,2024-01-29 17:17:13.443,100,102,102,8670,6266,3959,8670,6266,3959,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,0,0,0,0,1,2,3,0,0,0,4,21,21,3,1,1,58,34,55,Non applicable,Non applicable,Non applicable,1,1,1,2,0,9,1,1,1,1,1,0,0,1,1,1,1,0,2,1,0,0,2,1,2,0,0,0,0,102,2024-01-29 17:31:23.800
2024-01-29 17:19:27.610,2024-01-29 17:19:27.827,2024-01-30 08:58:19.273,100,102,102,7848,4960,4322,7848,4960,4322,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,15,0,0,15,0,1,2,3,0,0,0,4,21,21,5,0,0,56,46,57,Non applicable,Non applicable,Non applicable,3,2,1,2,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,102,2024-01-30 09:45:32.610
2024-01-29 17:39:51.910,2024-01-29 17:39:52.130,2024-01-29 17:43:19.353,100,102,102,7848,3959,8548,7848,3959,8548,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,14,0,0,14,1,2,3,0,0,0,4,21,32,5,1,1,56,55,58,Non applicable,Non applicable,Non applicable,3,1,2,1,0,6,1,1,1,1,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,102,2024-01-30 08:42:18.570
2024-01-30 08:44:56.920,2024-01-30 08:44:57.243,2024-01-30 08:57:02.750,100,102,102,10530,3959,4731,10530,3959,4731,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,0,0,0,0,1,2,3,0,0,0,12,21,21,0,1,1,49,55,52,Non applicable,Non applicable,Non applicable,3,3,1,2,0,6,1,1,1,1,1,1,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,102,2024-01-30 09:03:35.490
2024-01-30 09:09:22.347,2024-01-30 09:09:22.650,2024-01-30 17:22:52.173,100,102,102,8175,8548,10606,8175,8548,10606,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,8,17,0,0,17,1,2,3,0,0,0,6,32,11,5,1,1,61,58,49,Non applicable,Non applicable,Non applicable,1,1,3,0,0,9,1,1,1,1,1,0,0,1,1,1,1,2,1,1,0,0,1,1,2,0,0,0,0,102,2024-01-31 10:39:42.367
2024-01-30 09:33:04.860,2024-01-30 09:33:06.060,2024-01-30 10:23:57.533,100,102,102,10780,4960,6266,10780,4960,6266,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,0,0,0,0,1,2,3,0,0,0,6,21,21,1,0,1,47,46,34,Non applicable,Non applicable,Non applicable,1,2,1,2,0,9,1,1,1,1,1,0,0,1,1,1,1,2,1,0,0,0,1,1,2,1,0,0,0,102,2024-01-30 10:50:16.490
2024-01-30 09:33:45.300,2024-01-30 09:33:45.597,2024-01-30 10:28:16.537,100,102,102,464,4960,4731,464,4960,4731,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,0,0,0,0,1,2,3,0,0,0,5,21,21,1,0,1,43,46,52,Non applicable,Non applicable,Non applicable,1,3,1,2,0,10,1,1,1,1,1,1,0,1,1,1,1,0,2,0,1,1,2,0,2,1,0,0,0,102,2024-01-30 10:35:40.097
2024-01-30 11:22:26.633,2024-01-30 11:22:26.980,2024-01-30 11:26:51.340,100,102,102,2264,6266,4731,2264,6266,4731,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,0,0,0,0,1,2,3,0,0,0,4,21,21,1,1,1,31,34,52,Non applicable,Non applicable,Non applicable,3,2,1,2,0,6,1,1,1,1,1,1,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,102,2024-01-30 11:42:21.303
2024-01-30 12:56:23.370,2024-01-30 12:56:23.733,2024-01-30 13:45:45.210,100,102,104,2353,4731,2353,2353,4731,2353,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,275,279,0,0,0,0,0,0,1,2,3,0,0,0,22,21,22,1,1,1,24,52,24,Non applicable,Non applicable,Non applicable,3,3,2,1,0,6,1,1,1,1,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,102,2024-01-30 14:09:21.370
2024-01-30 13:17:04.350,2024-01-30 13:17:04.593,2024-01-30 13:41:24.733,100,102,101,445,8548,445,445,8548,445,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,0,2,0,0,0,1,2,3,0,0,0,5,32,5,1,1,1,46,58,46,Non applicable,183,Non applicable,1,0,3,0,1,6,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,102,2024-01-30 16:31:18.770
2024-01-30 14:34:26.883,2024-01-30 14:34:27.130,2024-01-30 15:03:13.240,100,102,104,10117,4731,9162,10117,4731,9162,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,275,279,0,0,49,0,0,49,1,2,3,0,0,1,5,21,4,4,1,1,51,52,53,Non applicable,Non applicable,Non applicable,3,3,2,1,0,7,1,1,1,1,1,1,0,1,0,0,0,2,1,0,1,0,1,0,0,1,0,0,0,102,2024-02-01 17:01:06.420
2024-01-30 14:59:18.530,2024-01-30 14:59:18.937,2024-01-30 15:03:11.613,100,102,102,929,6266,4731,929,6266,4731,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,0,0,0,0,1,2,3,0,0,0,5,21,21,3,1,1,42,34,52,Non applicable,Non applicable,Non applicable,3,2,1,2,0,6,1,1,1,1,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,102,2024-01-30 15:27:49.497
2024-01-30 15:08:30.313,2024-01-30 15:08:30.560,2024-01-30 15:12:13.187,100,102,102,1073,8548,6266,1073,8548,6266,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,0,0,0,0,1,2,3,0,0,0,5,32,21,2,1,1,40,58,34,Non applicable,Non applicable,Non applicable,1,1,2,1,0,10,1,1,1,1,1,1,0,1,1,1,1,1,2,0,1,1,1,0,2,1,0,0,0,102,2024-01-30 15:18:12.343
2024-01-30 15:39:46.043,2024-01-30 15:39:46.547,2024-01-30 15:49:23.850,100,102,102,11056,4960,4731,11056,4960,4731,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,0,0,0,0,1,2,3,0,0,0,5,21,21,3,0,1,50,46,52,Non applicable,Non applicable,Non applicable,1,2,1,2,0,9,1,1,1,1,1,1,0,0,1,1,1,0,2,0,1,0,2,0,2,0,0,0,1,102,2024-01-30 16:17:54.687
2024-01-30 15:41:25.227,2024-01-30 15:41:25.487,2024-01-30 16:06:02.513,100,102,101,8847,4731,8847,8847,4731,8847,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,0,23,0,0,23,1,2,3,0,0,0,5,21,5,1,1,1,54,52,54,Non applicable,300,Non applicable,3,1,2,1,1,6,1,1,1,1,1,0,0,1,0,0,0,1,2,0,0,1,0,1,0,0,0,0,0,102,2024-01-31 15:40:45.917
2024-01-30 16:35:24.263,2024-01-30 16:35:24.520,2024-01-30 17:03:24.217,100,102,101,7839,3959,7839,7839,3959,7839,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,0,0,0,0,0,1,2,3,0,0,0,29,21,29,0,1,0,56,55,56,Non applicable,183,Non applicable,3,1,2,1,1,6,1,1,1,1,1,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,102,2024-01-30 17:06:08.677
2024-01-30 17:22:23.870,2024-01-30 17:22:24.317,2024-01-30 17:24:02.910,100,102,104,11125,6266,11125,11125,6266,11125,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,275,279,0,0,15,0,0,0,1,2,3,0,0,0,5,21,5,1,1,1,51,34,51,Non applicable,Non applicable,Non applicable,3,0,2,1,0,6,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,102,2024-01-31 08:49:58.870
2024-01-31 09:35:29.297,2024-01-31 09:35:29.580,2024-01-31 10:01:06.870,100,102,101,1192,4960,1192,1192,4960,1192,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,0,1,0,0,0,1,2,3,0,0,0,5,21,5,2,0,2,43,46,43,Non applicable,183,Non applicable,3,1,2,1,1,7,1,1,1,1,1,1,0,1,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,102,2024-01-31 11:03:19.730
2024-01-31 11:25:32.987,2024-01-31 11:25:33.320,2024-01-31 11:38:26.210,100,102,101,688,8548,688,688,8548,688,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,0,0,0,0,0,1,2,3,0,0,0,5,32,5,7,1,7,42,58,42,Non applicable,183,Non applicable,3,2,3,0,1,6,1,1,1,1,1,1,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,102,2024-01-31 11:39:12.090
2024-01-31 11:31:18.360,2024-01-31 11:31:18.580,2024-01-31 11:38:49.230,100,102,102,263,8548,4731,263,8548,4731,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,1,0,0,1,1,2,3,0,0,0,5,32,21,2,1,1,45,58,52,Non applicable,Non applicable,Non applicable,1,2,2,1,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,102,2024-01-31 12:56:46.073
2024-01-31 11:42:05.913,2024-01-31 11:42:06.183,2024-01-31 11:49:28.727,100,102,101,10955,8548,10955,10955,8548,10955,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,0,0,0,0,0,1,2,3,0,0,0,6,32,6,1,1,1,49,58,49,Non applicable,183,Non applicable,1,2,3,0,1,9,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,2,1,0,0,0,102,2024-01-31 11:54:33.797
2024-01-31 12:12:50.580,2024-01-31 12:12:50.970,2024-01-31 12:19:20.450,100,102,102,7034,8548,4960,7034,8548,4960,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,0,0,0,0,1,2,3,0,0,0,4,32,21,2,1,0,60,58,46,Non applicable,Non applicable,Non applicable,3,1,2,1,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,102,2024-01-31 12:57:19.683
2024-01-31 14:56:46.363,2024-01-31 14:56:46.580,2024-01-31 15:19:23.290,100,102,104,2153,4731,2153,2153,4731,2153,Initial Request,Execution,Execution,Submit initial request,Non identifiable,Non identifiable,270,275,279,0,0,0,0,0,0,1,2,3,0,0,0,4,21,4,1,1,1,24,52,24,Non applicable,Non applicable,Non applicable,3,1,2,1,0,6,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,102,2024-01-31 15:32:17.893
2024-01-31 15:02:37.300,2024-01-31 15:02:37.627,2024-01-31 15:12:57.433,100,102,102,9757,11193,4731,9757,11193,4731,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,0,0,0,0,1,2,3,0,0,0,4,32,21,0,1,1,53,49,52,Non applicable,Non applicable,Non applicable,3,3,2,1,0,6,1,1,1,1,1,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,102,2024-01-31 15:33:55.013
2024-01-31 15:45:03.417,2024-01-31 15:45:03.670,2024-01-31 15:50:12.097,100,102,101,11276,8548,11276,11276,8548,11276,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,0,0,0,0,0,1,2,3,0,0,0,5,32,5,5,1,5,51,58,51,Non applicable,183,Non applicable,3,0,3,0,1,6,1,1,1,1,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,102,2024-01-31 15:53:37.550
2024-01-31 17:14:53.407,2024-01-31 17:14:53.630,2024-01-31 17:15:19.980,100,102,102,9954,6266,11193,9954,6266,11193,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,0,0,0,0,1,2,3,0,0,0,5,21,32,0,1,1,50,34,49,Non applicable,Non applicable,Non applicable,1,2,2,1,0,9,1,1,1,1,1,0,0,1,1,1,1,0,3,0,0,0,1,1,0,0,2,0,1,102,2024-01-31 17:19:14.750
2024-02-01 08:41:39.117,2024-02-01 08:41:39.553,2024-02-01 08:47:24.957,100,102,102,7425,8548,6266,7425,8548,6266,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,0,0,0,0,1,2,3,0,0,0,5,32,21,1,1,1,61,58,34,Non applicable,Non applicable,Non applicable,3,0,2,1,0,6,1,1,1,1,1,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,102,2024-02-01 08:47:56.190
2024-02-01 09:37:07.737,2024-02-01 09:37:08.220,2024-02-01 09:43:18.307,100,102,102,10823,8548,3959,10823,8548,3959,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,0,0,0,0,1,2,3,0,0,0,4,32,21,5,1,1,49,58,55,Non applicable,Non applicable,Non applicable,3,2,2,1,0,6,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,102,2024-02-01 09:48:40.217
2024-02-01 11:25:59.660,2024-02-01 11:25:59.957,2024-02-01 11:36:45.883,100,102,102,10315,6266,3959,10315,6266,3959,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,0,0,0,0,1,2,3,0,0,0,5,21,21,1,1,1,48,34,55,Non applicable,Non applicable,Non applicable,1,2,1,2,0,9,1,1,1,1,1,1,0,0,1,1,1,0,1,2,1,1,1,0,2,0,0,0,0,102,2024-02-01 11:53:36.687
2024-02-01 16:06:14.077,2024-02-01 16:06:15.113,2024-02-01 16:08:32.740,100,102,102,305,4731,6266,305,4731,6266,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,0,0,0,0,1,2,3,0,0,0,5,21,21,3,1,1,49,52,34,Non applicable,Non applicable,Non applicable,3,2,1,2,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,102,2024-02-01 16:09:49.400
2024-02-01 16:19:46.627,2024-02-01 16:19:46.907,2024-02-01 16:30:50.147,100,102,102,2266,4731,4960,2266,4731,4960,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,0,0,0,0,1,2,3,0,0,0,22,21,21,0,1,0,24,52,46,Non applicable,Non applicable,Non applicable,3,3,1,2,0,6,1,1,1,1,1,0,0,1,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,102,2024-02-01 16:46:29.867
2024-02-01 16:57:46.543,2024-02-01 16:57:46.953,2024-02-01 17:13:43.050,100,102,101,1229,8548,1229,1229,8548,1229,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,0,0,0,0,0,1,2,3,0,0,0,5,32,5,4,1,4,44,58,44,Non applicable,183,Non applicable,1,2,3,0,1,9,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,2,0,0,0,1,102,2024-02-01 17:21:41.090
2024-02-01 16:57:54.200,2024-02-01 16:57:54.580,2024-02-01 17:08:48.163,100,102,102,10085,8548,4731,10085,8548,4731,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,16,0,0,15,1,2,3,0,0,0,5,32,21,4,1,1,58,58,52,Non applicable,Non applicable,Non applicable,1,2,2,1,0,6,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,102,2024-02-02 09:38:30.370
2024-02-01 17:14:03.853,2024-02-01 17:14:04.203,2024-02-01 17:18:11.743,100,102,101,9512,8548,10080,9512,8548,10080,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,0,135,0,0,135,1,2,3,0,0,0,5,32,5,2,1,3,54,58,58,Non applicable,183,Non applicable,1,1,3,0,1,10,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,2,1,0,102,2024-02-07 09:18:04.017
2024-02-02 08:42:39.510,2024-02-02 08:42:39.777,2024-02-02 08:56:51.840,100,102,102,9522,4960,6266,9522,4960,6266,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,2,0,0,2,1,2,3,0,0,0,5,21,21,3,0,1,53,46,34,Non applicable,Non applicable,Non applicable,3,1,1,2,0,6,1,1,1,1,1,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,102,2024-02-02 11:13:17.143
2024-02-02 08:52:35.480,2024-02-02 08:52:35.697,2024-02-02 09:15:56.187,100,102,101,10315,6266,10315,10315,6266,10315,Initial Request,Execution,Requester response to rejection,Submit initial request,Non identifiable,Non identifiable,270,271,272,0,0,1,0,0,1,1,2,3,0,0,0,5,21,5,1,1,1,48,34,48,Non applicable,183,Non applicable,1,2,2,1,1,9,1,1,1,1,1,0,0,1,1,1,1,1,1,2,0,0,1,1,2,0,0,0,0,102,2024-02-02 10:30:18.353
2024-02-02 10:02:00.523,2024-02-02 10:02:00.967,2024-02-02 10:45:50.327,100,102,102,358,4960,8548,358,4960,8548,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,0,0,0,0,1,2,3,0,0,0,5,21,32,10,0,1,48,46,58,Non applicable,Non applicable,Non applicable,1,1,2,1,0,6,1,1,1,1,1,0,0,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,102,2024-02-02 11:01:32.970
2024-02-02 10:45:20.343,2024-02-02 10:45:20.740,2024-02-02 10:47:01.910,100,102,102,1919,8548,3959,1919,8548,3959,Initial Request,Execution,Execution,Submit initial request,Task returned to team,Task returned to team,270,290,290,0,0,1,0,0,0,1,2,3,0,0,0,4,32,21,1,1,1,26,58,55,Non applicable,Non applicable,Non applicable,3,2,2,1,0,6,1,1,1,1,1,1,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,102,2024-02-02 12:45:07.373
